PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32116529","Striatal Beta Oscillation and Neuronal Activity in the Primate Caudate Nucleus Differentially Represent Valence and Arousal Under Approach-Avoidance Conflict","Amemori KI, Amemori S, Gibson DJ, Graybiel AM.","Front Neurosci. 2020 Feb 7;14:89. doi: 10.3389/fnins.2020.00089. eCollection 2020.","Amemori KI","Front Neurosci","2020","2020/03/03","PMC7019018","","10.3389/fnins.2020.00089"
"29407526","Measurement of food-related approach-avoidance biases: Larger biases when food stimuli are task relevant","Lender A, Meule A, Rinck M, Brockmeyer T, Blechert J.","Appetite. 2018 Jun 1;125:42-47. doi: 10.1016/j.appet.2018.01.032. Epub 2018 Jan 31.","Lender A","Appetite","2018","2018/02/07","","","10.1016/j.appet.2018.01.032"
"30782522","Web-based Approach Bias Modification in smokers: A randomized-controlled study","Wittekind CE, Lüdecke D, Cludius B.","Behav Res Ther. 2019 May;116:52-60. doi: 10.1016/j.brat.2018.12.003. Epub 2018 Dec 4.","Wittekind CE","Behav Res Ther","2019","2019/02/21","","","10.1016/j.brat.2018.12.003"
"24465750","The effect of approach/avoidance training on alcohol consumption is mediated by change in alcohol action tendency","Sharbanee JM, Hu L, Stritzke WG, Wiers RW, Rinck M, MacLeod C.","PLoS One. 2014 Jan 22;9(1):e85855. doi: 10.1371/journal.pone.0085855. eCollection 2014.","Sharbanee JM","PLoS One","2014","2014/01/28","PMC3899082","","10.1371/journal.pone.0085855"
"27694531","Anodal transcranial direct current stimulation over right dorsolateral prefrontal cortex alters decision making during approach-avoidance conflict","Chrysikou EG, Gorey C, Aupperle RL.","Soc Cogn Affect Neurosci. 2017 Mar 1;12(3):468-475. doi: 10.1093/scan/nsw140.","Chrysikou EG","Soc Cogn Affect Neurosci","2017","2016/10/04","PMC5390716","","10.1093/scan/nsw140"
"32559674","Are avoidance biases in social anxiety due to biases in stimulus coding or in post-coding behavioral tendencies?","Rudaizky D, Rinck M, Becker E, MacLeod C.","Behav Res Ther. 2020 Jun 1;132:103656. doi: 10.1016/j.brat.2020.103656. Online ahead of print.","Rudaizky D","Behav Res Ther","2020","2020/06/20","","","10.1016/j.brat.2020.103656"
"32143108","Biased approach-avoidance tendencies in psychopathology: A systematic review of their assessment and modification","Loijen A, Vrijsen JN, Egger JIM, Becker ES, Rinck M.","Clin Psychol Rev. 2020 Apr;77:101825. doi: 10.1016/j.cpr.2020.101825. Epub 2020 Feb 4.","Loijen A","Clin Psychol Rev","2020","2020/03/07","","","10.1016/j.cpr.2020.101825"
"26725150","The pulling power of chocolate: Effects of approach-avoidance training on approach bias and consumption","Dickson H, Kavanagh DJ, MacLeod C.","Appetite. 2016 Apr 1;99:46-51. doi: 10.1016/j.appet.2015.12.026. Epub 2015 Dec 25.","Dickson H","Appetite","2016","2016/01/04","","","10.1016/j.appet.2015.12.026"
"26874269","Approach bias modification in inpatient psychiatric smokers","Machulska A, Zlomuzica A, Rinck M, Assion HJ, Margraf J.","J Psychiatr Res. 2016 May;76:44-51. doi: 10.1016/j.jpsychires.2015.11.015. Epub 2015 Dec 13.","Machulska A","J Psychiatr Res","2016","2016/02/14","","","10.1016/j.jpsychires.2015.11.015"
"29806978","Approach or avoidance: Neural correlates of intelligence evaluation from faces","Akimoto Y, Yamazaki R, Sugiura M, Nouchi R, Terao C, Tsukiura T, Kawashima R.","Eur J Neurosci. 2018 May 28. doi: 10.1111/ejn.13974. Online ahead of print.","Akimoto Y","Eur J Neurosci","2018","2018/05/29","","","10.1111/ejn.13974"
"28425736","Implicit approach and avoidance in patients with obsessive-compulsive disorder","Cludius B, Külz AK, Landmann S, Moritz S, Wittekind CE.","J Abnorm Psychol. 2017 Aug;126(6):761-773. doi: 10.1037/abn0000269. Epub 2017 Apr 20.","Cludius B","J Abnorm Psychol","2017","2017/04/21","","","10.1037/abn0000269"
"26544667","Development of a Virtual Approach-Avoidance Task to Assess Alcohol Cravings","Kim DY, Lee JH.","Cyberpsychol Behav Soc Netw. 2015 Dec;18(12):763-6. doi: 10.1089/cyber.2014.0490. Epub 2015 Nov 6.","Kim DY","Cyberpsychol Behav Soc Netw","2015","2015/11/07","","","10.1089/cyber.2014.0490"
"29737363","Dissociable roles of the nucleus accumbens D1 and D2 receptors in regulating cue-elicited approach-avoidance conflict decision-making","Nguyen D, Fugariu V, Erb S, Ito R.","Psychopharmacology (Berl). 2018 Aug;235(8):2233-2244. doi: 10.1007/s00213-018-4919-3. Epub 2018 May 8.","Nguyen D","Psychopharmacology (Berl)","2018","2018/05/09","","","10.1007/s00213-018-4919-3"
"27618248","Effect of Retraining Approach-Avoidance Tendencies on an Exercise Task: A Randomized Controlled Trial","Cheval B, Sarrazin P, Pelletier L, Friese M.","J Phys Act Health. 2016 Dec;13(12):1396-1403. doi: 10.1123/jpah.2015-0597. Epub 2016 Sep 6.","Cheval B","J Phys Act Health","2016","2016/09/13","","","10.1123/jpah.2015-0597"
"33369748","Human social defeat and approach-avoidance: Escalating social-evaluative threat and threat of aggression increases social avoidance","Schlund MW, Carter H, Cudd G, Murphy K, Ahmed N, Dymond S, Tone EB.","J Exp Anal Behav. 2021 Jan;115(1):157-184. doi: 10.1002/jeab.654. Epub 2020 Dec 28.","Schlund MW","J Exp Anal Behav","2021","2020/12/28","PMC8168404","NIHMS1702787","10.1002/jeab.654"
"33650761","Test-retest reliability of approach-avoidance conflict decision-making during functional magnetic resonance imaging in healthy adults","McDermott TJ, Kirlic N, Akeman E, Touthang J, Clausen AN, Kuplicki R, Aupperle RL.","Hum Brain Mapp. 2021 Jun 1;42(8):2347-2361. doi: 10.1002/hbm.25371. Epub 2021 Mar 2.","McDermott TJ","Hum Brain Mapp","2021","2021/03/02","PMC8090786","","10.1002/hbm.25371"
"25307785","Approach bias for food cues in obese individuals","Kemps E, Tiggemann M.","Psychol Health. 2015;30(3):370-80. doi: 10.1080/08870446.2014.974605. Epub 2014 Nov 3.","Kemps E","Psychol Health","2015","2014/10/14","","","10.1080/08870446.2014.974605"
"25817483","Automatic approach/avoidance tendencies towards food and the course of anorexia nervosa","Neimeijer RA, de Jong PJ, Roefs A.","Appetite. 2015 Aug;91:28-34. doi: 10.1016/j.appet.2015.03.018. Epub 2015 Mar 24.","Neimeijer RA","Appetite","2015","2015/03/31","","","10.1016/j.appet.2015.03.018"
"32286235","Alcohol Avoidance Training as a Mobile App for Problem Drinkers: Longitudinal Feasibility Study","Laurens MC, Pieterse ME, Brusse-Keizer M, Salemink E, Ben Allouch S, Bohlmeijer ET, Postel MG.","JMIR Mhealth Uhealth. 2020 Apr 14;8(4):e16217. doi: 10.2196/16217.","Laurens MC","JMIR Mhealth Uhealth","2020","2020/04/15","PMC7189254","","10.2196/16217"
"32877910","Imaginal Retraining Reduces Cigarette Smoking: A Randomized Controlled Study","Moritz S, Göritz AS, Kraj M, Gehlenborg J, Hottenrott B, Tonn P, Ascone L, Pedersen A, Kühn S.","Eur Addict Res. 2020;26(6):355-364. doi: 10.1159/000509823. Epub 2020 Sep 2.","Moritz S","Eur Addict Res","2020","2020/09/03","","","10.1159/000509823"
"17889827","Avoidance of emotional facial expressions in social anxiety: The Approach-Avoidance Task","Heuer K, Rinck M, Becker ES.","Behav Res Ther. 2007 Dec;45(12):2990-3001. doi: 10.1016/j.brat.2007.08.010. Epub 2007 Aug 19.","Heuer K","Behav Res Ther","2007","2007/09/25","","","10.1016/j.brat.2007.08.010"
"24530652","Alleviating social avoidance: effects of single dose testosterone administration on approach-avoidance action","Enter D, Spinhoven P, Roelofs K.","Horm Behav. 2014 Apr;65(4):351-4. doi: 10.1016/j.yhbeh.2014.02.001. Epub 2014 Feb 12.","Enter D","Horm Behav","2014","2014/02/18","","","10.1016/j.yhbeh.2014.02.001"
"26898297","Toll-Like Receptor 4 Deficiency Causes Reduced Exploratory Behavior in Mice Under Approach-Avoidance Conflict","Li C, Yan Y, Cheng J, Xiao G, Gu J, Zhang L, Yuan S, Wang J, Shen Y, Zhou YD.","Neurosci Bull. 2016 Apr;32(2):127-36. doi: 10.1007/s12264-016-0015-z. Epub 2016 Feb 22.","Li C","Neurosci Bull","2016","2016/02/23","PMC5563737","","10.1007/s12264-016-0015-z"
"31132681","Preliminary evidence that computerized approach avoidance training is not associated with changes in fMRI cannabis cue reactivity in non-treatment-seeking adolescent cannabis users","Karoly HC, Schacht JP, Jacobus J, Meredith LR, Taylor CT, Tapert SF, Gray KM, Squeglia LM.","Drug Alcohol Depend. 2019 Jul 1;200:145-152. doi: 10.1016/j.drugalcdep.2019.04.007. Epub 2019 May 14.","Karoly HC","Drug Alcohol Depend","2019","2019/05/28","PMC6635134","NIHMS1529674","10.1016/j.drugalcdep.2019.04.007"
"29471922","Approach bias modification for cannabis use disorder: A proof-of-principle study","Sherman BJ, Baker NL, Squeglia LM, McRae-Clark AL.","J Subst Abuse Treat. 2018 Apr;87:16-22. doi: 10.1016/j.jsat.2018.01.012. Epub 2018 Jan 16.","Sherman BJ","J Subst Abuse Treat","2018","2018/02/24","PMC5826579","NIHMS936345","10.1016/j.jsat.2018.01.012"
"31498505","Brain responses and approach bias to social alcohol cues and their association with drinking in a social setting in young adult males","Groefsema MM, Mies GW, Cousijn J, Engels RCME, Sescousse G, Luijten M.","Eur J Neurosci. 2020 Mar;51(6):1491-1503. doi: 10.1111/ejn.14574. Epub 2019 Oct 3.","Groefsema MM","Eur J Neurosci","2020","2019/09/10","PMC7155040","","10.1111/ejn.14574"
"31302385","Reduced automatic approach tendencies towards task-relevant and task-irrelevant food pictures in Anorexia Nervosa","Neimeijer RAM, Roefs A, Glashouwer KA, Jonker NC, de Jong PJ.","J Behav Ther Exp Psychiatry. 2019 Dec;65:101496. doi: 10.1016/j.jbtep.2019.101496. Epub 2019 Jun 27.","Neimeijer RAM","J Behav Ther Exp Psychiatry","2019","2019/07/15","","","10.1016/j.jbtep.2019.101496"
"24659832","The Effects of Approach-Avoidance Modification on Social Anxiety Disorder: A Pilot Study","Asnaani A, Rinck M, Becker E, Hofmann SG.","Cognit Ther Res. 2014 Apr 1;38(2):226-238. doi: 10.1007/s10608-013-9580-x.","Asnaani A","Cognit Ther Res","2014","2014/03/25","PMC3960001","NIHMS547307","10.1007/s10608-013-9580-x"
"31998146","Alcohol-Specific Computerized Interventions to Alter Cognitive Biases: A Systematic Review of Effects on Experimental Tasks, Drinking Behavior, and Neuronal Activation","Batschelet HM, Stein M, Tschuemperlin RM, Soravia LM, Moggi F.","Front Psychiatry. 2020 Jan 9;10:871. doi: 10.3389/fpsyt.2019.00871. eCollection 2019.","Batschelet HM","Front Psychiatry","2020","2020/01/31","PMC6970199","","10.3389/fpsyt.2019.00871"
"32916193","Revisiting the role of anxiety in the initial acquisition of two-way active avoidance: pharmacological, behavioural and neuroanatomical convergence","Fernández-Teruel A, Tobeña A.","Neurosci Biobehav Rev. 2020 Nov;118:739-758. doi: 10.1016/j.neubiorev.2020.08.014. Epub 2020 Sep 9.","Fernández-Teruel A","Neurosci Biobehav Rev","2020","2020/09/11","","","10.1016/j.neubiorev.2020.08.014"
"27402729","Acute aerobic exercise increases implicit approach motivation for dessert images","May CN, Nock NL, Bentley D, Demaree HA.","J Health Psychol. 2018 May;23(6):807-817. doi: 10.1177/1359105316657404. Epub 2016 Jul 10.","May CN","J Health Psychol","2018","2016/07/13","","","10.1177/1359105316657404"
"27045169","Alleged Approach-Avoidance Conflict for Food Stimuli in Binge Eating Disorder","Leehr EJ, Schag K, Brinkmann A, Ehlis AC, Fallgatter AJ, Zipfel S, Giel KE, Dresler T.","PLoS One. 2016 Apr 5;11(4):e0152271. doi: 10.1371/journal.pone.0152271. eCollection 2016.","Leehr EJ","PLoS One","2016","2016/04/06","PMC4821640","","10.1371/journal.pone.0152271"
"31478756","The Reciprocal Relationship Between Sexual Arousal and Disgust as Evidenced in Automatic Approach-Avoidance Behavior","Hinzmann J, Borg C, Verwoerd JRL, de Jong PJ.","J Sex Res. 2020 Mar-Apr;57(3):384-396. doi: 10.1080/00224499.2019.1658064. Epub 2019 Sep 3.","Hinzmann J","J Sex Res","2020","2019/09/04","","","10.1080/00224499.2019.1658064"
"32172004","Evidence for enhancing childhood obesity treatment from a dual-process perspective: A systematic literature review","Kemps E, Goossens L, Petersen J, Verbeken S, Vervoort L, Braet C.","Clin Psychol Rev. 2020 Apr;77:101840. doi: 10.1016/j.cpr.2020.101840. Epub 2020 Mar 4.","Kemps E","Clin Psychol Rev","2020","2020/03/16","","","10.1016/j.cpr.2020.101840"
"32407905","Support from a TMS/MEP study for a direct link between positive/negative stimuli and approach/avoidance tendencies","Fini C, Fischer M, Bardi L, Brass M, Moors A.","Neuropsychologia. 2020 Jun;143:107496. doi: 10.1016/j.neuropsychologia.2020.107496. Epub 2020 May 12.","Fini C","Neuropsychologia","2020","2020/05/15","","","10.1016/j.neuropsychologia.2020.107496"
"26558775","Examining the Role of the Human Hippocampus in Approach-Avoidance Decision Making Using a Novel Conflict Paradigm and Multivariate Functional Magnetic Resonance Imaging","O'Neil EB, Newsome RN, Li IH, Thavabalasingam S, Ito R, Lee AC.","J Neurosci. 2015 Nov 11;35(45):15039-49. doi: 10.1523/JNEUROSCI.1915-15.2015.","O'Neil EB","J Neurosci","2015","2015/11/13","PMC6605357","","10.1523/JNEUROSCI.1915-15.2015"
"33783557","Relationship between voluntary ethanol drinking and approach-avoidance biases in the face of motivational conflict: novel sex-dependent associations in rats","McNamara TA, Ito R.","Psychopharmacology (Berl). 2021 Jul;238(7):1817-1832. doi: 10.1007/s00213-021-05810-1. Epub 2021 Mar 30.","McNamara TA","Psychopharmacology (Berl)","2021","2021/03/30","","","10.1007/s00213-021-05810-1"
"30846951","Self-Approach Tendencies: Relations With Explicit and Implicit Self-Evaluations","Swinkels LMJ, Gramser H, Becker ES, Rinck M.","Front Psychol. 2019 Feb 21;10:309. doi: 10.3389/fpsyg.2019.00309. eCollection 2019.","Swinkels LMJ","Front Psychol","2019","2019/03/09","PMC6394373","","10.3389/fpsyg.2019.00309"
"29596869","Retraining of automatic action tendencies in individuals with obesity: A randomized controlled trial","Ferentzi H, Scheibner H, Wiers R, Becker ES, Lindenmeyer J, Beisel S, Rinck M.","Appetite. 2018 Jul 1;126:66-72. doi: 10.1016/j.appet.2018.03.016. Epub 2018 Mar 26.","Ferentzi H","Appetite","2018","2018/03/30","","","10.1016/j.appet.2018.03.016"
"33106222","Improving emotional-action control by targeting long-range phase-amplitude neuronal coupling","Bramson B, den Ouden HE, Toni I, Roelofs K.","Elife. 2020 Oct 27;9:e59600. doi: 10.7554/eLife.59600.","Bramson B","Elife","2020","2020/10/27","PMC7591252","","10.7554/eLife.59600"
"23421423","Implicit approach-avoidance associations for craved food cues","Kemps E, Tiggemann M, Martin R, Elliott M.","J Exp Psychol Appl. 2013 Mar;19(1):30-8. doi: 10.1037/a0031626. Epub 2013 Feb 18.","Kemps E","J Exp Psychol Appl","2013","2013/02/21","","","10.1037/a0031626"
"24334167","Preparing to approach or avoid alcohol: EEG correlates, and acute alcohol effects","Korucuoglu O, Gladwin TE, Wiers RW.","Neurosci Lett. 2014 Jan 24;559:199-204. doi: 10.1016/j.neulet.2013.12.003. Epub 2013 Dec 12.","Korucuoglu O","Neurosci Lett","2014","2013/12/17","","","10.1016/j.neulet.2013.12.003"
"30238184","Approach and Avoidance Biases Toward Sexual Stimuli and Their Association with the Dual Control Model of Sexual Response in Heterosexual Men","Turner D, Wittekind CE, Briken P, Fromberger P, Moritz S, Rettenberger M.","Arch Sex Behav. 2019 Apr;48(3):867-880. doi: 10.1007/s10508-018-1289-1. Epub 2018 Sep 20.","Turner D","Arch Sex Behav","2019","2018/09/22","","","10.1007/s10508-018-1289-1"
"28647384","Impulsivity moderates the effect of approach bias modification on healthy food consumption","Kakoschke N, Kemps E, Tiggemann M.","Appetite. 2017 Oct 1;117:117-125. doi: 10.1016/j.appet.2017.06.019. Epub 2017 Jun 21.","Kakoschke N","Appetite","2017","2017/06/26","","","10.1016/j.appet.2017.06.019"
"34464445","The Role of the Dorsal-Lateral Prefrontal Cortex in Reward Sensitivity During Approach-Avoidance Conflict","Rolle CE, Pedersen ML, Johnson N, Amemori KI, Ironside M, Graybiel AM, Pizzagalli DA, Etkin A.","Cereb Cortex. 2021 Aug 31:bhab292. doi: 10.1093/cercor/bhab292. Online ahead of print.","Rolle CE","Cereb Cortex","2021","2021/08/31","","","10.1093/cercor/bhab292"
"31890350","Can cognitive bias modification simultaneously target two behaviors? Approach bias retraining for alcohol and condom use","Hahn AM, Simons RM, Simons JS, Wiers RW, Welker LE.","Clin Psychol Sci. 2019 Sep;7(5):1078-1093. doi: 10.1177/2167702619834570. Epub 2019 Apr 2.","Hahn AM","Clin Psychol Sci","2019","2020/01/01","PMC6936737","NIHMS1521163","10.1177/2167702619834570"
"28538173","Cortico-Accumbens Regulation of Approach-Avoidance Behavior Is Modified by Experience and Chronic Pain","Schwartz N, Miller C, Fields HL.","Cell Rep. 2017 May 23;19(8):1522-1531. doi: 10.1016/j.celrep.2017.04.073.","Schwartz N","Cell Rep","2017","2017/05/25","","","10.1016/j.celrep.2017.04.073"
"29055971","Luck, come here! Automatic approach tendencies toward gambling cues in moderate- to high-risk gamblers","Boffo M, Smits R, Salmon JP, Cowie ME, de Jong DTHA, Salemink E, Collins P, Stewart SH, Wiers RW.","Addiction. 2018 Feb;113(2):289-298. doi: 10.1111/add.14071. Epub 2017 Nov 27.","Boffo M","Addiction","2018","2017/10/23","","","10.1111/add.14071"
"32232562","Self-bias effect: movement initiation to self-owned property is speeded for both approach and avoidance actions","Barton T, Constable MD, Sparks S, Kritikos A.","Psychol Res. 2021 Jun;85(4):1391-1406. doi: 10.1007/s00426-020-01325-0. Epub 2020 Mar 30.","Barton T","Psychol Res","2021","2020/04/02","","","10.1007/s00426-020-01325-0"
"26592856","Investigating the Joint Development of Approach Bias and Adolescent Alcohol Use","Janssen T, Wood MD, Larsen H, Peeters M, Vollebergh WA, Wiers RW.","Alcohol Clin Exp Res. 2015 Dec;39(12):2447-54. doi: 10.1111/acer.12899. Epub 2015 Nov 23.","Janssen T","Alcohol Clin Exp Res","2015","2015/11/24","","","10.1111/acer.12899"
"30194486","Recognising and reacting to angry and happy facial expressions: a diffusion model analysis","Tipples J.","Psychol Res. 2019 Feb;83(1):37-47. doi: 10.1007/s00426-018-1092-6. Epub 2018 Sep 7.","Tipples J","Psychol Res","2019","2018/09/09","PMC6373536","","10.1007/s00426-018-1092-6"
"32229313","Expecting the good: Symbolic valence signals provoke action biases and undermine goal-directed behavior","Hoofs V, Prével A, Krebs RM.","Acta Psychol (Amst). 2020 May;206:103063. doi: 10.1016/j.actpsy.2020.103063. Epub 2020 Mar 28.","Hoofs V","Acta Psychol (Amst)","2020","2020/04/02","","","10.1016/j.actpsy.2020.103063"
